1;0;3022.00;10.55;1265.00;0.00;0.28
2;0;1487.00;10.30;1966.00;0.00;0.68
3;0;3039.00;10.47;502.00;0.00;0.64
4;0;2726.00;12.07;1489.00;0.00;0.48
5;0;2949.00;14.10;646.00;0.00;0.44
6;0;2736.00;11.27;1532.00;0.00;0.48
7;0;2996.00;10.52;1447.00;0.00;0.28
8;0;3496.00;14.90;783.00;0.00;0.52
9;0;2883.00;10.60;1741.00;0.00;0.40
10;0;3249.00;11.35;946.00;0.00;0.60
11;0;2843.00;11.40;1397.00;0.00;0.20
12;0;3680.00;13.95;953.00;0.00;0.48
13;0;3581.00;10.62;1206.00;0.00;0.48
14;0;3126.00;10.20;1104.00;0.00;0.28
15;0;3002.00;10.70;1087.00;0.00;0.32
16;0;1737.00;11.80;1798.00;0.00;0.32
17;0;2838.00;12.10;1515.00;0.00;0.32
18;0;3301.00;11.00;1141.00;0.00;0.36
19;0;2211.00;17.85;1669.00;0.00;0.32
20;0;2375.00;10.62;1643.00;0.00;0.44
21;0;1974.00;10.10;1871.00;0.00;0.28
22;0;2838.00;16.30;371.00;0.00;0.52
23;0;3127.00;9.92;837.00;0.00;0.60
24;0;2732.00;19.00;970.00;0.00;0.56
25;0;3123.00;10.05;614.00;0.00;0.20
26;0;2844.00;20.55;778.00;0.00;0.68
27;0;3064.00;10.10;571.00;0.00;0.28
28;0;1920.00;12.07;1852.00;0.00;0.60
29;0;2573.00;10.10;2000.00;0.00;0.52
30;0;2734.00;12.05;1299.00;0.00;0.24
31;0;3239.00;11.27;758.00;0.00;0.52
32;0;3303.00;11.40;1092.00;0.00;0.36
33;0;2973.00;11.05;666.00;0.00;0.48
34;0;3207.00;11.42;1080.00;0.00;0.32
35;0;2609.00;10.85;1441.00;0.00;0.60
36;0;3635.00;13.85;994.00;0.00;0.72
37;0;2652.00;12.45;1045.00;0.00;0.32
38;0;3469.00;10.05;1224.00;0.00;0.36
39;0;3702.00;13.95;1135.00;0.00;0.52
40;0;3248.00;9.95;1165.00;0.00;0.32
41;0;1793.00;17.02;1926.00;0.00;0.44
42;0;2869.00;22.27;713.00;0.00;0.28
43;0;3071.00;13.95;1377.00;0.00;0.32
44;0;2748.00;11.42;1453.00;0.00;0.60
45;0;3413.00;11.30;1103.00;0.00;0.32
46;0;3432.00;10.07;1242.00;0.00;0.24
47;0;2856.00;21.07;652.00;0.00;0.32
48;0;3081.00;11.85;821.00;0.00;0.44
49;0;2588.00;12.15;1442.00;0.00;0.44
50;0;2245.00;11.80;1715.00;0.00;0.52
51;0;3235.00;12.87;1056.00;0.00;0.20
52;0;3605.00;11.30;1146.00;0.00;0.32
53;0;2653.00;18.80;999.00;0.00;0.52
54;0;3400.00;15.12;709.00;0.00;0.68
55;0;2789.00;11.02;605.00;0.00;0.52
56;0;3171.00;9.95;756.00;0.00;0.60
57;0;2664.00;11.32;1205.00;0.00;0.36
58;0;1905.00;18.05;1739.00;0.00;0.68
59;0;3080.00;13.60;1406.00;0.00;0.32
60;0;2679.00;12.37;1337.00;0.00;0.28
61;0;3188.00;9.90;654.00;0.00;0.20
62;0;3617.00;11.20;1175.00;0.00;0.36
63;0;3413.00;13.50;919.00;0.00;0.32
64;0;3030.00;9.95;1251.00;0.00;0.20
65;0;2998.00;10.57;532.00;0.00;0.44
66;0;3311.00;15.05;601.00;0.00;0.60
67;0;2029.00;11.85;1648.00;0.00;0.60
68;0;1888.00;14.75;1935.00;0.00;0.44
69;0;3108.00;10.45;666.00;0.00;0.44
70;0;2910.00;10.60;980.00;0.00;0.28
71;0;2835.00;20.02;877.00;0.00;0.40
72;0;2849.00;16.55;518.00;0.00;0.32
73;0;2846.00;18.35;923.00;0.00;0.76
74;0;2681.00;10.92;1805.00;0.00;0.56
75;0;3691.00;11.77;1053.00;0.00;0.52
76;0;2788.00;18.32;187.00;0.00;0.48
77;0;1713.00;10.20;1845.00;0.00;0.76
78;0;2703.00;10.50;1522.00;0.00;0.36
79;0;3031.00;10.90;433.00;0.00;0.56
80;0;2831.00;21.05;553.00;0.00;0.32
81;0;2466.00;11.80;1468.00;0.00;0.60
82;0;2702.00;11.07;1196.00;0.00;0.36
83;0;2710.00;11.62;996.00;0.00;0.60
84;0;3081.00;10.30;497.00;0.00;0.56
85;0;3034.00;12.90;1049.00;0.00;0.24
86;0;3290.00;10.30;981.00;0.00;0.48
87;0;3092.00;10.20;855.00;0.00;0.52
88;0;2918.00;10.62;1249.00;0.00;0.28
